time,throttle1 (%),throttle2 (%),brake1 (%),brake1 (%),brake2 (%),fl wheelspeed (rad/s),f2 wheelspeed (rad/s)
1583587886.664945,10.92,6.24,0.0,0.0,0.0,0.0
1583587886.687119,10.92,5.8500000000000005,0.0,0.0,0.0,0.0
1583587886.7130847,10.92,5.8500000000000005,0.0,0.0,0.0,48.446
1583587886.7160995,10.92,5.8500000000000005,0.0,0.0,0.0,48.446
1583587886.7189205,10.92,5.8500000000000005,0.0,0.0,0.0,48.446
1583587886.7441003,10.530000000000001,5.46,0.0,0.0,0.0,96.894
1583587886.767817,10.530000000000001,5.46,0.0,0.0,0.0,48.446
1583587886.7861881,10.530000000000001,5.46,0.0,0.0,0.0,0.0
1583587886.7905574,10.530000000000001,5.46,0.0,0.0,0.0,0.0
1583587886.8115225,10.14,5.46,0.0,0.0,0.0,48.446
1583587886.8161998,10.14,5.46,0.0,0.0,0.0,48.446
1583587886.8355305,9.75,5.46,0.0,0.0,0.0,48.446
1583587886.8521647,9.75,5.46,0.0,0.0,0.0,0.0
1583587886.870076,9.75,5.07,0.0,0.0,0.0,89.758
1583587886.874491,9.75,5.07,0.0,0.0,0.0,89.758
1583587886.8973336,9.75,5.07,0.0,0.0,0.0,96.894
1583587886.914884,9.75,5.07,0.0,0.0,0.0,96.894
1583587886.9372625,9.75,5.07,0.0,0.0,0.0,89.758
1583587886.9630914,10.14,5.46,0.0,0.0,0.0,119.678
1583587886.9850159,10.14,5.46,0.0,0.0,0.0,48.446
1583587887.0045042,10.14,5.46,0.0,0.0,0.0,48.446
1583587887.0269997,10.14,5.46,0.0,0.0,0.0,89.758
1583587887.0530226,10.14,5.46,0.0,0.0,0.0,0.0
1583587887.074879,10.14,5.46,0.0,0.0,0.0,0.0
1583587887.079352,10.14,5.46,0.0,0.0,0.0,0.0
1583587887.0993123,9.75,5.46,0.0,0.0,0.0,0.0
1583587887.1023214,9.75,5.46,0.0,0.0,0.0,0.0
1583587887.1224377,10.14,5.46,0.0,0.0,0.0,119.678
1583587887.1441746,10.530000000000001,5.46,0.0,0.0,0.0,96.894
1583587887.163715,10.530000000000001,5.46,0.0,0.0,0.0,48.446
1583587887.1862872,10.530000000000001,5.46,0.0,0.0,0.0,59.838
1583587887.2101688,10.530000000000001,5.46,0.0,0.0,0.0,0.0
1583587887.2151363,10.530000000000001,5.46,0.0,0.0,0.0,0.0
1583587887.2404447,10.530000000000001,5.46,0.0,0.0,0.0,0.0
1583587887.2603226,10.14,5.46,0.0,0.0,0.0,0.0
1583587887.2792106,9.75,5.07,0.0,0.0,0.0,0.0
1583587887.3001928,9.75,5.07,0.0,0.0,0.0,0.0
1583587887.3255677,9.75,4.68,0.0,0.0,0.0,96.894
1583587887.3442917,9.36,4.29,0.0,0.0,0.0,0.0
1583587887.3671556,9.36,4.29,0.0,0.0,0.0,48.446
1583587887.3976312,9.75,4.68,0.0,0.0,0.0,89.758
1583587887.4182642,9.75,4.68,0.0,0.0,0.0,0.0
1583587887.436331,9.75,4.68,0.0,0.0,0.0,48.446
1583587887.4394681,9.75,4.68,0.0,0.0,0.0,48.446
1583587887.4433622,9.75,4.68,0.0,0.0,0.0,48.446
1583587887.4686449,9.75,4.68,0.0,0.0,0.0,48.446
1583587887.4911835,9.75,4.68,0.0,0.0,0.0,0.0
1583587887.4942794,9.75,4.68,0.0,0.0,0.0,0.0
1583587887.5146244,9.75,4.68,0.0,0.0,0.0,96.894
